year,age,gender,geo,geo_name,deaths,population
2015,Aged under 1,0,E12000001,North East,95,28278
2015,Aged 1 to 4,0,E12000001,North East,18,120805
2015,Aged 5 to 9,0,E12000001,North East,5,149769
2015,Aged 10-14,0,E12000001,North East,21,135822
2015,Aged 15-19,0,E12000001,North East,40,154486
2015,Aged 20-24,0,E12000001,North East,75,181403
2015,Aged 25-29,0,E12000001,North East,84,163596
2015,Aged 30-34,0,E12000001,North East,124,160080
2015,Aged 35-39,0,E12000001,North East,214,148234
2015,Aged 40-44,0,E12000001,North East,305,163260
2015,Aged 45-49,0,E12000001,North East,450,184189
2015,Aged 50-54,0,E12000001,North East,660,192646
2015,Aged 55-59,0,E12000001,North East,948,175883
2015,Aged 60-64,0,E12000001,North East,1419,155622
2015,Aged 65-69,0,E12000001,North East,2163,158536
2015,Aged 70-74,0,E12000001,North East,2646,114408
2015,Aged 75-79,0,E12000001,North East,3774,95261
2015,Aged 80-84,0,E12000001,North East,4832,69019
2015,Aged 85-89,0,E12000001,North East,5105,39544
2015,Aged 90 and over,0,E12000001,North East,5097,20963
2015,Aged under 1,1,E12000001,North East,59,14682
2015,Aged 1 to 4,1,E12000001,North East,10,62213
2015,Aged 5 to 9,1,E12000001,North East,3,76628
2015,Aged 10-14,1,E12000001,North East,14,69654
2015,Aged 15-19,1,E12000001,North East,29,79041
2015,Aged 20-24,1,E12000001,North East,52,92058
2015,Aged 25-29,1,E12000001,North East,52,80863
2015,Aged 30-34,1,E12000001,North East,84,78315
2015,Aged 35-39,1,E12000001,North East,128,72860
2015,Aged 40-44,1,E12000001,North East,202,80098
2015,Aged 45-49,1,E12000001,North East,267,90104
2015,Aged 50-54,1,E12000001,North East,380,94415
2015,Aged 55-59,1,E12000001,North East,539,86335
2015,Aged 60-64,1,E12000001,North East,855,76497
2015,Aged 65-69,1,E12000001,North East,1271,77051
2015,Aged 70-74,1,E12000001,North East,1486,54712
2015,Aged 75-79,1,E12000001,North East,1985,43007
2015,Aged 80-84,1,E12000001,North East,2410,29326
2015,Aged 85-89,1,E12000001,North East,2109,14909
2015,Aged 90 and over,1,E12000001,North East,1569,6034
2015,Aged under 1,2,E12000001,North East,36,13596
2015,Aged 1 to 4,2,E12000001,North East,8,58592
2015,Aged 5 to 9,2,E12000001,North East,2,73141
2015,Aged 10-14,2,E12000001,North East,7,66168
2015,Aged 15-19,2,E12000001,North East,11,75445
2015,Aged 20-24,2,E12000001,North East,23,89345
2015,Aged 25-29,2,E12000001,North East,32,82733
2015,Aged 30-34,2,E12000001,North East,40,81765
2015,Aged 35-39,2,E12000001,North East,86,75374
2015,Aged 40-44,2,E12000001,North East,103,83162
2015,Aged 45-49,2,E12000001,North East,183,94085
2015,Aged 50-54,2,E12000001,North East,280,98231
2015,Aged 55-59,2,E12000001,North East,409,89548
2015,Aged 60-64,2,E12000001,North East,564,79125
2015,Aged 65-69,2,E12000001,North East,892,81485
2015,Aged 70-74,2,E12000001,North East,1160,59696
2015,Aged 75-79,2,E12000001,North East,1789,52254
2015,Aged 80-84,2,E12000001,North East,2422,39693
2015,Aged 85-89,2,E12000001,North East,2996,24635
2015,Aged 90 and over,2,E12000001,North East,3528,14929
2015,Aged under 1,0,E12000002,North West,355,85556
2015,Aged 1 to 4,0,E12000002,North West,66,354781
2015,Aged 5 to 9,0,E12000002,North West,42,436120
2015,Aged 10-14,0,E12000002,North West,48,397588
2015,Aged 15-19,0,E12000002,North West,114,423136
2015,Aged 20-24,0,E12000002,North West,172,475603
2015,Aged 25-29,0,E12000002,North West,223,475579
2015,Aged 30-34,0,E12000002,North West,323,467087
2015,Aged 35-39,0,E12000002,North West,466,428311
2015,Aged 40-44,0,E12000002,North West,821,468031
2015,Aged 45-49,0,E12000002,North West,1321,515505
2015,Aged 50-54,0,E12000002,North West,1884,515947
2015,Aged 55-59,0,E12000002,North West,2458,446406
2015,Aged 60-64,0,E12000002,North West,3607,395060
2015,Aged 65-69,0,E12000002,North West,5491,410183
2015,Aged 70-74,0,E12000002,North West,6950,307067
2015,Aged 75-79,0,E12000002,North West,9441,245724
2015,Aged 80-84,0,E12000002,North West,11811,174084
2015,Aged 85-89,0,E12000002,North West,12421,103575
2015,Aged 90 and over,0,E12000002,North West,13285,57308
2015,Aged under 1,1,E12000002,North West,204,44044
2015,Aged 1 to 4,1,E12000002,North West,32,181486
2015,Aged 5 to 9,1,E12000002,North West,27,224007
2015,Aged 10-14,1,E12000002,North West,29,203858
2015,Aged 15-19,1,E12000002,North West,67,215540
2015,Aged 20-24,1,E12000002,North West,117,238275
2015,Aged 25-29,1,E12000002,North West,147,234337
2015,Aged 30-34,1,E12000002,North West,211,230504
2015,Aged 35-39,1,E12000002,North West,263,212422
2015,Aged 40-44,1,E12000002,North West,505,231474
2015,Aged 45-49,1,E12000002,North West,779,254973
2015,Aged 50-54,1,E12000002,North West,1151,254867
2015,Aged 55-59,1,E12000002,North West,1470,221541
2015,Aged 60-64,1,E12000002,North West,2138,195775
2015,Aged 65-69,1,E12000002,North West,3195,201308
2015,Aged 70-74,1,E12000002,North West,3893,146619
2015,Aged 75-79,1,E12000002,North West,5111,112438
2015,Aged 80-84,1,E12000002,North West,5852,73725
2015,Aged 85-89,1,E12000002,North West,5252,38235
2015,Aged 90 and over,1,E12000002,North West,4123,16400
2015,Aged under 1,2,E12000002,North West,151,41512
2015,Aged 1 to 4,2,E12000002,North West,34,173295
2015,Aged 5 to 9,2,E12000002,North West,15,212113
2015,Aged 10-14,2,E12000002,North West,19,193730
2015,Aged 15-19,2,E12000002,North West,47,207596
2015,Aged 20-24,2,E12000002,North West,55,237328
2015,Aged 25-29,2,E12000002,North West,76,241242
2015,Aged 30-34,2,E12000002,North West,112,236583
2015,Aged 35-39,2,E12000002,North West,203,215889
2015,Aged 40-44,2,E12000002,North West,316,236557
2015,Aged 45-49,2,E12000002,North West,542,260532
2015,Aged 50-54,2,E12000002,North West,733,261080
2015,Aged 55-59,2,E12000002,North West,988,224865
2015,Aged 60-64,2,E12000002,North West,1469,199285
2015,Aged 65-69,2,E12000002,North West,2296,208875
2015,Aged 70-74,2,E12000002,North West,3057,160448
2015,Aged 75-79,2,E12000002,North West,4330,133286
2015,Aged 80-84,2,E12000002,North West,5959,100359
2015,Aged 85-89,2,E12000002,North West,7169,65340
2015,Aged 90 and over,2,E12000002,North West,9162,40908
2015,Aged under 1,0,E12000003,Yorkshire and The Humber,287,63810
2015,Aged 1 to 4,0,E12000003,Yorkshire and The Humber,59,264656
2015,Aged 5 to 9,0,E12000003,Yorkshire and The Humber,32,327114
2015,Aged 10-14,0,E12000003,Yorkshire and The Humber,33,297749
2015,Aged 15-19,0,E12000003,Yorkshire and The Humber,92,327706
2015,Aged 20-24,0,E12000003,Yorkshire and The Humber,135,380729
2015,Aged 25-29,0,E12000003,Yorkshire and The Humber,193,350175
2015,Aged 30-34,0,E12000003,Yorkshire and The Humber,239,343957
2015,Aged 35-39,0,E12000003,Yorkshire and The Humber,376,317646
2015,Aged 40-44,0,E12000003,Yorkshire and The Humber,595,349544
2015,Aged 45-49,0,E12000003,Yorkshire and The Humber,825,382316
2015,Aged 50-54,0,E12000003,Yorkshire and The Humber,1186,375924
2015,Aged 55-59,0,E12000003,Yorkshire and The Humber,1625,331292
2015,Aged 60-64,0,E12000003,Yorkshire and The Humber,2437,293903
2015,Aged 65-69,0,E12000003,Yorkshire and The Humber,3866,305430
2015,Aged 70-74,0,E12000003,Yorkshire and The Humber,4680,226713
2015,Aged 75-79,0,E12000003,Yorkshire and The Humber,6684,183747
2015,Aged 80-84,0,E12000003,Yorkshire and The Humber,8784,132478
2015,Aged 85-89,0,E12000003,Yorkshire and The Humber,9277,78866
2015,Aged 90 and over,0,E12000003,Yorkshire and The Humber,10285,43607
2015,Aged under 1,1,E12000003,Yorkshire and The Humber,162,32584
2015,Aged 1 to 4,1,E12000003,Yorkshire and The Humber,35,135620
2015,Aged 5 to 9,1,E12000003,Yorkshire and The Humber,15,167416
2015,Aged 10-14,1,E12000003,Yorkshire and The Humber,17,151906
2015,Aged 15-19,1,E12000003,Yorkshire and The Humber,59,166623
2015,Aged 20-24,1,E12000003,Yorkshire and The Humber,103,192438
2015,Aged 25-29,1,E12000003,Yorkshire and The Humber,140,173208
2015,Aged 30-34,1,E12000003,Yorkshire and The Humber,164,169719
2015,Aged 35-39,1,E12000003,Yorkshire and The Humber,236,158818
2015,Aged 40-44,1,E12000003,Yorkshire and The Humber,364,173853
2015,Aged 45-49,1,E12000003,Yorkshire and The Humber,512,189748
2015,Aged 50-54,1,E12000003,Yorkshire and The Humber,694,186991
2015,Aged 55-59,1,E12000003,Yorkshire and The Humber,986,164354
2015,Aged 60-64,1,E12000003,Yorkshire and The Humber,1449,145776
2015,Aged 65-69,1,E12000003,Yorkshire and The Humber,2281,148986
2015,Aged 70-74,1,E12000003,Yorkshire and The Humber,2708,108108
2015,Aged 75-79,1,E12000003,Yorkshire and The Humber,3672,83554
2015,Aged 80-84,1,E12000003,Yorkshire and The Humber,4359,56016
2015,Aged 85-89,1,E12000003,Yorkshire and The Humber,4009,29286
2015,Aged 90 and over,1,E12000003,Yorkshire and The Humber,3254,12744
2015,Aged under 1,2,E12000003,Yorkshire and The Humber,125,31226
2015,Aged 1 to 4,2,E12000003,Yorkshire and The Humber,24,129036
2015,Aged 5 to 9,2,E12000003,Yorkshire and The Humber,17,159698
2015,Aged 10-14,2,E12000003,Yorkshire and The Humber,16,145843
2015,Aged 15-19,2,E12000003,Yorkshire and The Humber,33,161083
2015,Aged 20-24,2,E12000003,Yorkshire and The Humber,32,188291
2015,Aged 25-29,2,E12000003,Yorkshire and The Humber,53,176967
2015,Aged 30-34,2,E12000003,Yorkshire and The Humber,75,174238
2015,Aged 35-39,2,E12000003,Yorkshire and The Humber,140,158828
2015,Aged 40-44,2,E12000003,Yorkshire and The Humber,231,175691
2015,Aged 45-49,2,E12000003,Yorkshire and The Humber,313,192568
2015,Aged 50-54,2,E12000003,Yorkshire and The Humber,492,188933
2015,Aged 55-59,2,E12000003,Yorkshire and The Humber,639,166938
2015,Aged 60-64,2,E12000003,Yorkshire and The Humber,988,148127
2015,Aged 65-69,2,E12000003,Yorkshire and The Humber,1585,156444
2015,Aged 70-74,2,E12000003,Yorkshire and The Humber,1972,118605
2015,Aged 75-79,2,E12000003,Yorkshire and The Humber,3012,100193
2015,Aged 80-84,2,E12000003,Yorkshire and The Humber,4425,76462
2015,Aged 85-89,2,E12000003,Yorkshire and The Humber,5268,49580
2015,Aged 90 and over,2,E12000003,Yorkshire and The Humber,7031,30863
2015,Aged under 1,0,E12000004,East Midlands,245,53056
2015,Aged 1 to 4,0,E12000004,East Midlands,25,222869
2015,Aged 5 to 9,0,E12000004,East Midlands,21,276680
2015,Aged 10-14,0,E12000004,East Midlands,23,253669
2015,Aged 15-19,0,E12000004,East Midlands,68,283196
2015,Aged 20-24,0,E12000004,East Midlands,86,321444
2015,Aged 25-29,0,E12000004,East Midlands,121,289606
2015,Aged 30-34,0,E12000004,East Midlands,173,288274
2015,Aged 35-39,0,E12000004,East Midlands,237,275543
2015,Aged 40-44,0,E12000004,East Midlands,433,309862
2015,Aged 45-49,0,E12000004,East Midlands,695,341787
2015,Aged 50-54,0,E12000004,East Midlands,998,336499
2015,Aged 55-59,0,E12000004,East Midlands,1392,290234
2015,Aged 60-64,0,E12000004,East Midlands,2039,263970
2015,Aged 65-69,0,E12000004,East Midlands,3309,278519
2015,Aged 70-74,0,E12000004,East Midlands,4208,210005
2015,Aged 75-79,0,E12000004,East Midlands,5508,160050
2015,Aged 80-84,0,E12000004,East Midlands,7419,115408
2015,Aged 85-89,0,E12000004,East Midlands,8381,70613
2015,Aged 90 and over,0,E12000004,East Midlands,9635,40356
2015,Aged under 1,1,E12000004,East Midlands,154,27375
2015,Aged 1 to 4,1,E12000004,East Midlands,18,113759
2015,Aged 5 to 9,1,E12000004,East Midlands,11,141645
2015,Aged 10-14,1,E12000004,East Midlands,11,129859
2015,Aged 15-19,1,E12000004,East Midlands,47,144713
2015,Aged 20-24,1,E12000004,East Midlands,61,164141
2015,Aged 25-29,1,E12000004,East Midlands,83,143146
2015,Aged 30-34,1,E12000004,East Midlands,108,141824
2015,Aged 35-39,1,E12000004,East Midlands,152,136784
2015,Aged 40-44,1,E12000004,East Midlands,282,153113
2015,Aged 45-49,1,E12000004,East Midlands,425,169053
2015,Aged 50-54,1,E12000004,East Midlands,570,167001
2015,Aged 55-59,1,E12000004,East Midlands,814,144177
2015,Aged 60-64,1,E12000004,East Midlands,1235,130591
2015,Aged 65-69,1,E12000004,East Midlands,1956,136579
2015,Aged 70-74,1,E12000004,East Midlands,2372,101534
2015,Aged 75-79,1,E12000004,East Midlands,3037,74470
2015,Aged 80-84,1,E12000004,East Midlands,3738,50506
2015,Aged 85-89,1,E12000004,East Midlands,3699,26883
2015,Aged 90 and over,1,E12000004,East Midlands,3077,11830
2015,Aged under 1,2,E12000004,East Midlands,91,25681
2015,Aged 1 to 4,2,E12000004,East Midlands,7,109110
2015,Aged 5 to 9,2,E12000004,East Midlands,10,135035
2015,Aged 10-14,2,E12000004,East Midlands,12,123810
2015,Aged 15-19,2,E12000004,East Midlands,21,138483
2015,Aged 20-24,2,E12000004,East Midlands,25,157303
2015,Aged 25-29,2,E12000004,East Midlands,38,146460
2015,Aged 30-34,2,E12000004,East Midlands,65,146450
2015,Aged 35-39,2,E12000004,East Midlands,85,138759
2015,Aged 40-44,2,E12000004,East Midlands,151,156749
2015,Aged 45-49,2,E12000004,East Midlands,270,172734
2015,Aged 50-54,2,E12000004,East Midlands,428,169498
2015,Aged 55-59,2,E12000004,East Midlands,578,146057
2015,Aged 60-64,2,E12000004,East Midlands,804,133379
2015,Aged 65-69,2,E12000004,East Midlands,1353,141940
2015,Aged 70-74,2,E12000004,East Midlands,1836,108471
2015,Aged 75-79,2,E12000004,East Midlands,2471,85580
2015,Aged 80-84,2,E12000004,East Midlands,3681,64902
2015,Aged 85-89,2,E12000004,East Midlands,4682,43730
2015,Aged 90 and over,2,E12000004,East Midlands,6558,28526
2015,Aged under 1,0,E12000005,West Midlands,428,69609
2015,Aged 1 to 4,0,E12000005,West Midlands,46,293918
2015,Aged 5 to 9,0,E12000005,West Midlands,34,360264
2015,Aged 10-14,0,E12000005,West Midlands,32,332546
2015,Aged 15-19,0,E12000005,West Midlands,62,352600
2015,Aged 20-24,0,E12000005,West Midlands,150,378601
2015,Aged 25-29,0,E12000005,West Midlands,173,374196
2015,Aged 30-34,0,E12000005,West Midlands,240,369674
2015,Aged 35-39,0,E12000005,West Midlands,342,346505
2015,Aged 40-44,0,E12000005,West Midlands,549,375839
2015,Aged 45-49,0,E12000005,West Midlands,871,410552
2015,Aged 50-54,0,E12000005,West Midlands,1227,397154
2015,Aged 55-59,0,E12000005,West Midlands,1694,340085
2015,Aged 60-64,0,E12000005,West Midlands,2491,309096
2015,Aged 65-69,0,E12000005,West Midlands,3986,316008
2015,Aged 70-74,0,E12000005,West Midlands,4991,253249
2015,Aged 75-79,0,E12000005,West Midlands,6767,197574
2015,Aged 80-84,0,E12000005,West Midlands,9001,142585
2015,Aged 85-89,0,E12000005,West Midlands,10188,87097
2015,Aged 90 and over,0,E12000005,West Midlands,11291,49135
2015,Aged under 1,1,E12000005,West Midlands,261,35809
2015,Aged 1 to 4,1,E12000005,West Midlands,28,151055
2015,Aged 5 to 9,1,E12000005,West Midlands,18,184542
2015,Aged 10-14,1,E12000005,West Midlands,20,170506
2015,Aged 15-19,1,E12000005,West Midlands,41,181083
2015,Aged 20-24,1,E12000005,West Midlands,102,192656
2015,Aged 25-29,1,E12000005,West Midlands,123,185343
2015,Aged 30-34,1,E12000005,West Midlands,149,182675
2015,Aged 35-39,1,E12000005,West Midlands,220,172353
2015,Aged 40-44,1,E12000005,West Midlands,351,187470
2015,Aged 45-49,1,E12000005,West Midlands,545,203992
2015,Aged 50-54,1,E12000005,West Midlands,731,197119
2015,Aged 55-59,1,E12000005,West Midlands,1013,169228
2015,Aged 60-64,1,E12000005,West Midlands,1502,152915
2015,Aged 65-69,1,E12000005,West Midlands,2352,154382
2015,Aged 70-74,1,E12000005,West Midlands,2920,121489
2015,Aged 75-79,1,E12000005,West Midlands,3760,91380
2015,Aged 80-84,1,E12000005,West Midlands,4502,61429
2015,Aged 85-89,1,E12000005,West Midlands,4548,33128
2015,Aged 90 and over,1,E12000005,West Midlands,3533,13934
2015,Aged under 1,2,E12000005,West Midlands,167,33800
2015,Aged 1 to 4,2,E12000005,West Midlands,18,142863
2015,Aged 5 to 9,2,E12000005,West Midlands,16,175722
2015,Aged 10-14,2,E12000005,West Midlands,12,162040
2015,Aged 15-19,2,E12000005,West Midlands,21,171517
2015,Aged 20-24,2,E12000005,West Midlands,48,185945
2015,Aged 25-29,2,E12000005,West Midlands,50,188853
2015,Aged 30-34,2,E12000005,West Midlands,91,186999
2015,Aged 35-39,2,E12000005,West Midlands,122,174152
2015,Aged 40-44,2,E12000005,West Midlands,198,188369
2015,Aged 45-49,2,E12000005,West Midlands,326,206560
2015,Aged 50-54,2,E12000005,West Midlands,496,200035
2015,Aged 55-59,2,E12000005,West Midlands,681,170857
2015,Aged 60-64,2,E12000005,West Midlands,989,156181
2015,Aged 65-69,2,E12000005,West Midlands,1634,161626
2015,Aged 70-74,2,E12000005,West Midlands,2071,131760
2015,Aged 75-79,2,E12000005,West Midlands,3007,106194
2015,Aged 80-84,2,E12000005,West Midlands,4499,81156
2015,Aged 85-89,2,E12000005,West Midlands,5640,53969
2015,Aged 90 and over,2,E12000005,West Midlands,7758,35201
2015,Aged under 1,0,E12000006,East,224,71736
2015,Aged 1 to 4,0,E12000006,East,43,302166
2015,Aged 5 to 9,0,E12000006,East,22,371070
2015,Aged 10-14,0,E12000006,East,23,338261
2015,Aged 15-19,0,E12000006,East,71,347451
2015,Aged 20-24,0,E12000006,East,130,363016
2015,Aged 25-29,0,E12000006,East,131,381345
2015,Aged 30-34,0,E12000006,East,217,389371
2015,Aged 35-39,0,E12000006,East,309,384521
2015,Aged 40-44,0,E12000006,East,449,412520
2015,Aged 45-49,0,E12000006,East,778,442513
2015,Aged 50-54,0,E12000006,East,1132,432142
2015,Aged 55-59,0,E12000006,East,1621,370496
2015,Aged 60-64,0,E12000006,East,2315,332713
2015,Aged 65-69,0,E12000006,East,3841,359344
2015,Aged 70-74,0,E12000006,East,4739,267919
2015,Aged 75-79,0,E12000006,East,6657,212924
2015,Aged 80-84,0,E12000006,East,9536,159900
2015,Aged 85-89,0,E12000006,East,10954,100808
2015,Aged 90 and over,0,E12000006,East,13215,58046
2015,Aged under 1,1,E12000006,East,116,36813
2015,Aged 1 to 4,1,E12000006,East,28,155002
2015,Aged 5 to 9,1,E12000006,East,14,190185
2015,Aged 10-14,1,E12000006,East,13,173452
2015,Aged 15-19,1,E12000006,East,48,178939
2015,Aged 20-24,1,E12000006,East,100,185026
2015,Aged 25-29,1,E12000006,East,86,189316
2015,Aged 30-34,1,E12000006,East,130,190686
2015,Aged 35-39,1,E12000006,East,182,190185
2015,Aged 40-44,1,E12000006,East,262,203781
2015,Aged 45-49,1,E12000006,East,440,218581
2015,Aged 50-54,1,E12000006,East,662,214076
2015,Aged 55-59,1,E12000006,East,959,183953
2015,Aged 60-64,1,E12000006,East,1391,161949
2015,Aged 65-69,1,E12000006,East,2242,173879
2015,Aged 70-74,1,E12000006,East,2742,128575
2015,Aged 75-79,1,E12000006,East,3718,99104
2015,Aged 80-84,1,E12000006,East,4936,70151
2015,Aged 85-89,1,E12000006,East,4908,39124
2015,Aged 90 and over,1,E12000006,East,4293,17456
2015,Aged under 1,2,E12000006,East,108,34923
2015,Aged 1 to 4,2,E12000006,East,15,147164
2015,Aged 5 to 9,2,E12000006,East,8,180885
2015,Aged 10-14,2,E12000006,East,10,164809
2015,Aged 15-19,2,E12000006,East,23,168512
2015,Aged 20-24,2,E12000006,East,30,177990
2015,Aged 25-29,2,E12000006,East,45,192029
2015,Aged 30-34,2,E12000006,East,87,198685
2015,Aged 35-39,2,E12000006,East,127,194336
2015,Aged 40-44,2,E12000006,East,187,208739
2015,Aged 45-49,2,E12000006,East,338,223932
2015,Aged 50-54,2,E12000006,East,470,218066
2015,Aged 55-59,2,E12000006,East,662,186543
2015,Aged 60-64,2,E12000006,East,924,170764
2015,Aged 65-69,2,E12000006,East,1599,185465
2015,Aged 70-74,2,E12000006,East,1997,139344
2015,Aged 75-79,2,E12000006,East,2939,113820
2015,Aged 80-84,2,E12000006,East,4600,89749
2015,Aged 85-89,2,E12000006,East,6046,61684
2015,Aged 90 and over,2,E12000006,East,8922,40590
2015,Aged under 1,0,E12000007,London,422,126470
2015,Aged 1 to 4,0,E12000007,London,75,486672
2015,Aged 5 to 9,0,E12000007,London,55,557028
2015,Aged 10-14,0,E12000007,London,32,467299
2015,Aged 15-19,0,E12000007,London,118,470296
2015,Aged 20-24,0,E12000007,London,192,640852
2015,Aged 25-29,0,E12000007,London,271,809741
2015,Aged 30-34,0,E12000007,London,389,850308
2015,Aged 35-39,0,E12000007,London,499,738273
2015,Aged 40-44,0,E12000007,London,668,634278
2015,Aged 45-49,0,E12000007,London,1114,597247
2015,Aged 50-54,0,E12000007,London,1652,535748
2015,Aged 55-59,0,E12000007,London,1917,429994
2015,Aged 60-64,0,E12000007,London,2479,338334
2015,Aged 65-69,0,E12000007,London,3595,303710
2015,Aged 70-74,0,E12000007,London,4349,221197
2015,Aged 75-79,0,E12000007,London,5984,184791
2015,Aged 80-84,0,E12000007,London,7869,135375
2015,Aged 85-89,0,E12000007,London,8677,83044
2015,Aged 90 and over,0,E12000007,London,10186,48888
2015,Aged under 1,1,E12000007,London,236,64751
2015,Aged 1 to 4,1,E12000007,London,32,249934
2015,Aged 5 to 9,1,E12000007,London,29,284562
2015,Aged 10-14,1,E12000007,London,17,238369
2015,Aged 15-19,1,E12000007,London,81,240498
2015,Aged 20-24,1,E12000007,London,138,307860
2015,Aged 25-29,1,E12000007,London,185,379876
2015,Aged 30-34,1,E12000007,London,247,420346
2015,Aged 35-39,1,E12000007,London,310,373261
2015,Aged 40-44,1,E12000007,London,403,319507
2015,Aged 45-49,1,E12000007,London,684,295150
2015,Aged 50-54,1,E12000007,London,1023,262535
2015,Aged 55-59,1,E12000007,London,1225,211815
2015,Aged 60-64,1,E12000007,London,1507,163743
2015,Aged 65-69,1,E12000007,London,2156,144198
2015,Aged 70-74,1,E12000007,London,2543,101809
2015,Aged 75-79,1,E12000007,London,3388,83207
2015,Aged 80-84,1,E12000007,London,3912,57832
2015,Aged 85-89,1,E12000007,London,3847,31563
2015,Aged 90 and over,1,E12000007,London,3333,14841
2015,Aged under 1,2,E12000007,London,186,61719
2015,Aged 1 to 4,2,E12000007,London,43,236738
2015,Aged 5 to 9,2,E12000007,London,26,272466
2015,Aged 10-14,2,E12000007,London,15,228930
2015,Aged 15-19,2,E12000007,London,37,229798
2015,Aged 20-24,2,E12000007,London,54,332992
2015,Aged 25-29,2,E12000007,London,86,429865
2015,Aged 30-34,2,E12000007,London,142,429962
2015,Aged 35-39,2,E12000007,London,189,365012
2015,Aged 40-44,2,E12000007,London,265,314771
2015,Aged 45-49,2,E12000007,London,430,302097
2015,Aged 50-54,2,E12000007,London,629,273213
2015,Aged 55-59,2,E12000007,London,692,218179
2015,Aged 60-64,2,E12000007,London,972,174591
2015,Aged 65-69,2,E12000007,London,1439,159512
2015,Aged 70-74,2,E12000007,London,1806,119388
2015,Aged 75-79,2,E12000007,London,2596,101584
2015,Aged 80-84,2,E12000007,London,3957,77543
2015,Aged 85-89,2,E12000007,London,4830,51481
2015,Aged 90 and over,2,E12000007,London,6853,34047
2015,Aged under 1,0,E12000008,South East,307,102470
2015,Aged 1 to 4,0,E12000008,South East,67,437367
2015,Aged 5 to 9,0,E12000008,South East,32,547514
2015,Aged 10-14,0,E12000008,South East,35,502969
2015,Aged 15-19,0,E12000008,South East,125,524491
2015,Aged 20-24,0,E12000008,South East,184,553343
2015,Aged 25-29,0,E12000008,South East,232,542363
2015,Aged 30-34,0,E12000008,South East,294,563848
2015,Aged 35-39,0,E12000008,South East,389,570081
2015,Aged 40-44,0,E12000008,South East,622,617414
2015,Aged 45-49,0,E12000008,South East,1036,659594
2015,Aged 50-54,0,E12000008,South East,1786,646296
2015,Aged 55-59,0,E12000008,South East,2332,548692
2015,Aged 60-64,0,E12000008,South East,3286,481275
2015,Aged 65-69,0,E12000008,South East,5414,514073
2015,Aged 70-74,0,E12000008,South East,6619,386386
2015,Aged 75-79,0,E12000008,South East,9339,304785
2015,Aged 80-84,0,E12000008,South East,13249,229740
2015,Aged 85-89,0,E12000008,South East,15672,146737
2015,Aged 90 and over,0,E12000008,South East,20029,90200
2015,Aged under 1,1,E12000008,South East,174,52461
2015,Aged 1 to 4,1,E12000008,South East,35,224658
2015,Aged 5 to 9,1,E12000008,South East,12,281004
2015,Aged 10-14,1,E12000008,South East,16,258474
2015,Aged 15-19,1,E12000008,South East,81,270288
2015,Aged 20-24,1,E12000008,South East,138,279743
2015,Aged 25-29,1,E12000008,South East,157,269453
2015,Aged 30-34,1,E12000008,South East,201,275754
2015,Aged 35-39,1,E12000008,South East,241,280152
2015,Aged 40-44,1,E12000008,South East,375,303785
2015,Aged 45-49,1,E12000008,South East,607,325429
2015,Aged 50-54,1,E12000008,South East,1042,320906
2015,Aged 55-59,1,E12000008,South East,1385,272382
2015,Aged 60-64,1,E12000008,South East,1955,235619
2015,Aged 65-69,1,E12000008,South East,3189,248033
2015,Aged 70-74,1,E12000008,South East,3860,183973
2015,Aged 75-79,1,E12000008,South East,5272,140368
2015,Aged 80-84,1,E12000008,South East,6728,99294
2015,Aged 85-89,1,E12000008,South East,6913,56143
2015,Aged 90 and over,1,E12000008,South East,6424,26713
2015,Aged under 1,2,E12000008,South East,133,50009
2015,Aged 1 to 4,2,E12000008,South East,32,212709
2015,Aged 5 to 9,2,E12000008,South East,20,266510
2015,Aged 10-14,2,E12000008,South East,19,244495
2015,Aged 15-19,2,E12000008,South East,44,254203
2015,Aged 20-24,2,E12000008,South East,46,273600
2015,Aged 25-29,2,E12000008,South East,75,272910
2015,Aged 30-34,2,E12000008,South East,93,288094
2015,Aged 35-39,2,E12000008,South East,148,289929
2015,Aged 40-44,2,E12000008,South East,247,313629
2015,Aged 45-49,2,E12000008,South East,429,334165
2015,Aged 50-54,2,E12000008,South East,744,325390
2015,Aged 55-59,2,E12000008,South East,947,276310
2015,Aged 60-64,2,E12000008,South East,1331,245656
2015,Aged 65-69,2,E12000008,South East,2225,266040
2015,Aged 70-74,2,E12000008,South East,2759,202413
2015,Aged 75-79,2,E12000008,South East,4067,164417
2015,Aged 80-84,2,E12000008,South East,6521,130446
2015,Aged 85-89,2,E12000008,South East,8759,90594
2015,Aged 90 and over,2,E12000008,South East,13605,63487
2015,Aged under 1,0,E12000009,South West,212,57639
2015,Aged 1 to 4,0,E12000009,South West,38,245400
2015,Aged 5 to 9,0,E12000009,South West,14,303852
2015,Aged 10-14,0,E12000009,South West,29,284053
2015,Aged 15-19,0,E12000009,South West,74,316544
2015,Aged 20-24,0,E12000009,South West,133,344042
2015,Aged 25-29,0,E12000009,South West,156,326206
2015,Aged 30-34,0,E12000009,South West,184,321115
2015,Aged 35-39,0,E12000009,South West,252,308147
2015,Aged 40-44,0,E12000009,South West,455,345960
2015,Aged 45-49,0,E12000009,South West,763,388566
2015,Aged 50-54,0,E12000009,South West,1076,391621
2015,Aged 55-59,0,E12000009,South West,1539,347358
2015,Aged 60-64,0,E12000009,South West,2275,324628
2015,Aged 65-69,0,E12000009,South West,3597,356624
2015,Aged 70-74,0,E12000009,South West,4753,274211
